user,skin,highscore,money,default,blood,eye
charlie,eye,7,7,1,"0			",1
denis,default,,,,,
chuckoi,default,0,0,1,,
bigbou,default,0,0,1,0,0
dennis,default,0,0,1,0,0
mammamia,default,0,0,1,0,0
lol,default,0,0,1,0,0
claire,default,0,0,1,0,0
Username,default,23,30,1,0,0,,,
,default,0,0,1,0,0
